spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarker,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS26,44,52.2,,-56,14.4,,2002,1,SEB30,0,32,2,0.915,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS26,44,52.2,,-56,14.4,,2002,1,SEB37,0,32,2,0.884,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS26,44,52.2,,-56,14.4,,2002,1,SEB46,0,32,2,0.803,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS26,44,52.2,,-56,14.4,,2002,1,SEB45,0,32,2,0.712,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS114,47,19.4,,-56,50.2,,2002,1,SEB25,0,32,2,0.91,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS114,47,19.4,,-56,50.2,,2002,1,SEB31,0,32,2,0.513,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS114,47,19.4,,-56,50.2,,2002,1,SEB33,0,32,2,0.899,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS114,47,19.4,,-56,50.2,,2002,1,SEB9,0,32,2,0.769,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS114,47,19.4,,-56,50.2,,2002,1,SEB30,0,32,2,0.933,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS114,47,19.4,,-56,50.2,,2002,1,SEB37,0,32,2,0.918,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS114,47,19.4,,-56,50.2,,2002,1,SEB46,0,32,2,0.79,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS114,47,19.4,,-56,50.2,,2002,1,SEB45,0,32,2,0.627,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS88b,47,7.6,,-57,27.3,,2002,1,SEB25,0,29,2,0.873,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS88b,47,7.6,,-57,27.3,,2002,1,SEB31,0,29,2,0.596,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS88b,47,7.6,,-57,27.3,,2002,1,SEB33,0,29,2,0.93,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS88b,47,7.6,,-57,27.3,,2002,1,SEB9,0,29,2,0.722,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS88b,47,7.6,,-57,27.3,,2002,1,SEB30,0,29,2,0.921,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS88b,47,7.6,,-57,27.3,,2002,1,SEB37,0,29,2,0.901,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS88b,47,7.6,,-57,27.3,,2002,1,SEB46,0,29,2,0.801,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3PS88b,47,7.6,,-57,27.3,,2002,1,SEB45,0,29,2,0.732,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R107,49,45.5,,-59,10.8,,2001,1,SEB25,0,31,2,0.912,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R107,49,45.5,,-59,10.8,,2001,1,SEB31,0,31,2,0.536,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R107,49,45.5,,-59,10.8,,2001,1,SEB33,0,31,2,0.918,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R107,49,45.5,,-59,10.8,,2001,1,SEB9,0,31,2,0.717,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R107,49,45.5,,-59,10.8,,2001,1,SEB30,0,31,2,0.919,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R107,49,45.5,,-59,10.8,,2001,1,SEB37,0,31,2,0.848,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R107,49,45.5,,-59,10.8,,2001,1,SEB46,0,31,2,0.804,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R107,49,45.5,,-59,10.8,,2001,1,SEB45,0,31,2,0.564,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN67,45,55,,-58,19.7,,2002,1,SEB25,0,32,2,0.92,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN67,45,55,,-58,19.7,,2002,1,SEB31,0,32,2,0.507,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN67,45,55,,-58,19.7,,2002,1,SEB33,0,32,2,0.913,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN67,45,55,,-58,19.7,,2002,1,SEB9,0,32,2,0.765,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN67,45,55,,-58,19.7,,2002,1,SEB30,0,32,2,0.927,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN67,45,55,,-58,19.7,,2002,1,SEB37,0,32,2,0.884,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN67,45,55,,-58,19.7,,2002,1,SEB46,0,32,2,0.682,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN67,45,55,,-58,19.7,,2002,1,SEB45,0,32,2,0.597,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VS36,45,16.3,,-57,42.2,,2002,1,SEB25,0,32,2,0.88,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VS36,45,16.3,,-57,42.2,,2002,1,SEB31,0,32,2,0.537,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VS36,45,16.3,,-57,42.2,,2002,1,SEB33,0,32,2,0.921,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VS36,45,16.3,,-57,42.2,,2002,1,SEB9,0,32,2,0.712,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VS36,45,16.3,,-57,42.2,,2002,1,SEB30,0,32,2,0.889,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VS36,45,16.3,,-57,42.2,,2002,1,SEB37,0,32,2,0.86,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VS36,45,16.3,,-57,42.2,,2002,1,SEB46,0,32,2,0.776,,
Sebastes fasciatus,Acadian redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VS36,45,16.3,,-57,42.2,,2002,1,SEB45,0,32,2,0.704,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R53,48,17.8,,-59,44.3,,2002,1,SEB25,0,32,2,0.858,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R53,48,17.8,,-59,44.3,,2002,1,SEB31,0,32,2,0.554,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R53,48,17.8,,-59,44.3,,2002,1,SEB33,0,32,2,0.881,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R53,48,17.8,,-59,44.3,,2002,1,SEB9,0,32,2,0.75,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R53,48,17.8,,-59,44.3,,2002,1,SEB30,0,32,2,0.896,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R53,48,17.8,,-59,44.3,,2002,1,SEB37,0,32,2,0.888,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R53,48,17.8,,-59,44.3,,2002,1,SEB46,0,32,2,0.789,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4R53,48,17.8,,-59,44.3,,2002,1,SEB45,0,32,2,0.733,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN5,45,47.1,,-58,7,,2002,1,SEB25,0,32,2,0.836,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN5,45,47.1,,-58,7,,2002,1,SEB31,0,32,2,0.35,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN5,45,47.1,,-58,7,,2002,1,SEB33,0,32,2,0.888,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN5,45,47.1,,-58,7,,2002,1,SEB9,0,32,2,0.747,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN5,45,47.1,,-58,7,,2002,1,SEB30,0,32,2,0.896,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN5,45,47.1,,-58,7,,2002,1,SEB37,0,32,2,0.866,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN5,45,47.1,,-58,7,,2002,1,SEB46,0,32,2,0.816,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4VN5,45,47.1,,-58,7,,2002,1,SEB45,0,32,2,0.44,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,BonBay,49.513974,,,-57.877524,,,2002,1,SEB25,0,32,2,0.81,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,BonBay,49.513974,,,-57.877524,,,2002,1,SEB31,0,32,2,0.276,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,BonBay,49.513974,,,-57.877524,,,2002,1,SEB33,0,32,2,0.788,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,BonBay,49.513974,,,-57.877524,,,2002,1,SEB9,0,32,2,0.697,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,BonBay,49.513974,,,-57.877524,,,2002,1,SEB30,0,32,2,0.773,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,BonBay,49.513974,,,-57.877524,,,2002,1,SEB37,0,32,2,0.758,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,BonBay,49.513974,,,-57.877524,,,2002,1,SEB46,0,32,2,0.785,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,BonBay,49.513974,,,-57.877524,,,2002,1,SEB45,0,32,2,0.448,,Used Google Maps and map of site locations provided in the paper to find the coordinates 
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4X85,43,,,-65,19.5,,2001,1,SEB25,0,32,2,0.876,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4X85,43,,,-65,19.5,,2001,1,SEB31,0,32,2,0.479,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4X85,43,,,-65,19.5,,2001,1,SEB33,0,32,2,0.934,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4X85,43,,,-65,19.5,,2001,1,SEB9,0,32,2,0.771,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4X85,43,,,-65,19.5,,2001,1,SEB30,0,32,2,0.862,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4X85,43,,,-65,19.5,,2001,1,SEB37,0,32,2,0.906,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4X85,43,,,-65,19.5,,2001,1,SEB46,0,32,2,0.785,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4X85,43,,,-65,19.5,,2001,1,SEB45,0,32,2,0.54,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4W95,43,27.4,,-60,3.2,,2001,1,SEB25,0,32,2,0.855,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4W95,43,27.4,,-60,3.2,,2001,1,SEB31,0,32,2,0.396,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4W95,43,27.4,,-60,3.2,,2001,1,SEB33,0,32,2,0.873,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4W95,43,27.4,,-60,3.2,,2001,1,SEB9,0,32,2,0.657,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4W95,43,27.4,,-60,3.2,,2001,1,SEB30,0,32,2,0.906,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4W95,43,27.4,,-60,3.2,,2001,1,SEB37,0,32,2,0.892,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4W95,43,27.4,,-60,3.2,,2001,1,SEB46,0,32,2,0.774,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,4W95,43,27.4,,-60,3.2,,2001,1,SEB45,0,32,2,0.745,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z261,42,18.9,,-67,4.1,,2001,1,SEB25,0,32,2,0.872,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z261,42,18.9,,-67,4.1,,2001,1,SEB31,0,32,2,0.537,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z261,42,18.9,,-67,4.1,,2001,1,SEB33,0,32,2,0.941,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z261,42,18.9,,-67,4.1,,2001,1,SEB9,0,32,2,0.762,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z261,42,18.9,,-67,4.1,,2001,1,SEB30,0,32,2,0.875,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z261,42,18.9,,-67,4.1,,2001,1,SEB37,0,32,2,0.846,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z261,42,18.9,,-67,4.1,,2001,1,SEB46,0,32,2,0.794,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z261,42,18.9,,-67,4.1,,2001,1,SEB45,0,32,2,0.571,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z266,42,18.7,,-69,54.3,,2002,1,SEB25,0,32,2,0.903,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z266,42,18.7,,-69,54.3,,2002,1,SEB31,0,32,2,0.537,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z266,42,18.7,,-69,54.3,,2002,1,SEB33,0,32,2,0.906,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z266,42,18.7,,-69,54.3,,2002,1,SEB9,0,32,2,0.738,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z266,42,18.7,,-69,54.3,,2002,1,SEB30,0,32,2,0.873,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z266,42,18.7,,-69,54.3,,2002,1,SEB37,0,32,2,0.927,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z266,42,18.7,,-69,54.3,,2002,1,SEB46,0,32,2,0.744,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Z266,42,18.7,,-69,54.3,,2002,1,SEB45,0,32,2,0.524,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Y327,43,49,,-67,17.7,,2001,1,SEB25,0,32,2,0.869,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Y327,43,49,,-67,17.7,,2001,1,SEB31,0,32,2,0.521,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Y327,43,49,,-67,17.7,,2001,1,SEB33,0,32,2,0.908,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Y327,43,49,,-67,17.7,,2001,1,SEB9,0,32,2,0.745,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Y327,43,49,,-67,17.7,,2001,1,SEB30,0,32,2,0.846,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Y327,43,49,,-67,17.7,,2001,1,SEB37,0,32,2,0.912,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Y327,43,49,,-67,17.7,,2001,1,SEB46,0,32,2,0.806,,
Sebastes fasciatus,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,5Y327,43,49,,-67,17.7,,2001,1,SEB45,0,32,2,0.527,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,2J42,54,33.7,,-53,15.8,,2001,1,SEB25,0,31,2,0.843,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,2J42,54,33.7,,-53,15.8,,2001,1,SEB31,0,31,2,0.847,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,2J42,54,33.7,,-53,15.8,,2001,1,SEB33,0,31,2,0.95,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,2J42,54,33.7,,-53,15.8,,2001,1,SEB9,0,31,2,0.735,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,2J42,54,33.7,,-53,15.8,,2001,1,SEB30,0,31,2,0.942,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,2J42,54,33.7,,-53,15.8,,2001,1,SEB46,0,31,2,0.76,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,2J42,54,33.7,,-53,15.8,,2001,1,SEB45,0,31,2,0.906,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3L29,48,3.1,,-47,25.4,,2001,1,SEB25,0,28,2,0.888,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3L29,48,3.1,,-47,25.4,,2001,1,SEB31,0,28,2,0.845,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3L29,48,3.1,,-47,25.4,,2001,1,SEB33,0,28,2,0.974,,
Sebastes mentella,Beaked redfish,Alexandra E. Valentin et al. (2014) Fisheries Research 154: 102–119,0,Canada,3L29,48,3.1,,-47,25.4,,2001,1,SEB9,0,28,2,0.723,,
