,spp,CommonName,Source,Country,Site,lat,lon,stockid,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,file
125,Atherinella brasiliensis,Brazilian silverside,"Cortinhas et al. 2016 Estuarine, Coastal and Shelf Science 178:148-157",Brazil,Patos,-33.377528,-52.943417,NA,,D-loop,20,933,0.75,NA,0.001,NA,mtdna102
126,Auxis rochei,Bullet tuna,Habib & Sulaiman 2016 Acta Oceanol. Sin. 35:76-82,Brunei,Brunei Darussalam,5.580067,113.986838,NA,2013,D-loop,10,426,1,NA,0.039,NA,mtdna102
127,Auxis thazard,Frigate tuna,Habib & Sulaiman 2016 Acta Oceanol. Sin. 35:76-82,Indonesia,Java Sea,-4.05,114.6666667,NA,2013,D-loop,30,426,1,NA,0.119,NA,mtdna102
128,Auxis thazard,Frigate tuna,Kumar et al. 2012 Marine Biology Research 8:992-1002,India ,Kavaratti,11.927044,79.853967,NA,2008,D-loop,50,500,1,NA,0.026,NA,mtdna101
129,Auxis thazard,Frigate tuna,Kumar et al. 2012 Marine Biology Research 8:992-1002,India ,Kochi,11.927044,79.853967,NA,2008,D-loop,50,500,1,NA,0.056,NA,mtdna101
130,Auxis thazard,Frigate tuna,Kumar et al. 2012 Marine Biology Research 8:992-1002,India ,Pondicherry,11.927044,79.853967,NA,2008,D-loop,50,500,1,NA,0.04,NA,mtdna101
131,Auxis thazard,Frigate tuna,Kumar et al. 2012 Marine Biology Research 8:992-1002,India ,Port-Blair,11.927044,79.853967,NA,2009,D-loop,14,500,0.989,NA,0.091,NA,mtdna101
132,Auxis thazard,Frigate tuna,Kumar et al. 2012 Marine Biology Research 8:992-1002,India ,Ratnagiri,11.927044,79.853967,NA,2008,D-loop,50,500,0.9992,NA,0.043,NA,mtdna101
133,Auxis thazard,Frigate tuna,Kumar et al. 2012 Marine Biology Research 8:992-1002,India ,Tuticorin,11.927044,79.853967,NA,2009,D-loop,50,500,1,NA,0.027,NA,mtdna101
134,Auxis thazard,Frigate tuna,Kumar et al. 2012 Marine Biology Research 8:992-1002,India ,Veravel,11.927044,79.853967,NA,2007,D-loop,50,500,0.9992,NA,0.031,NA,mtdna101
135,Auxis thazard,Frigate tuna,Kumar et al. 2012 Marine Biology Research 8:992-1002,India ,Vizag,11.927044,79.853967,NA,2009,D-loop,50,500,0.9984,NA,0.034,NA,mtdna101
136,Auxis thazard,Frigate tuna,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Indonesia,Indonesia,1.477665,124.8171,NA,,D-loop,22,309,0.9952,0.0035,0.035913,0.004,mtdna102
137,Auxis thazard,Frigate tuna,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Malaysia,Malaysia,6.878104,116.836371,NA,,D-loop,40,309,0.9987,0.001,0.032696,0.0027,mtdna102
138,Auxis thazard,Frigate tuna,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Palawan,9.59959,118.344876,NA,,D-loop,49,309,1,6.00E-04,0.034123,0.0025,mtdna102
139,Auxis thazard,Frigate tuna,"Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74",Philippines,Zamboanga,6.925259,122.047269,NA,,D-loop,39,309,0.972,0.0011,0.030625,0.0026,mtdna102
140,Balistes capriscus,Grey triggerfish,Antoni et al. 2011 North American Journal of Fisheries 31:714-721,USA,Louisiana,27,-91,GTRIGGM,2008.5,ND4,29,617,0.81505,NA,0.00345,NA,mtdna101
141,Balistes capriscus,Grey triggerfish,Antoni et al. 2011 North American Journal of Fisheries 31:714-721,USA,South-eastern Florida,26.08333333,-80,NA,2008.5,ND4,29,617,0.90726,NA,0.00403,NA,mtdna101
142,Balistes capriscus,Grey triggerfish,Antoni et al. 2011 North American Journal of Fisheries 31:714-721,USA,South Carolina,33.08333333,-79,NA,2008.5,ND4,29,617,0.88736,NA,0.00393,NA,mtdna101
143,Balistes capriscus,Grey triggerfish,Antoni et al. 2011 North American Journal of Fisheries 31:714-721,USA,South Texas,26.01888889,-97.00111111,GTRIGGM,2008.5,ND4,29,617,0.89195,NA,0.00451,NA,mtdna101
144,Balistes capriscus,Grey triggerfish,Antoni et al. 2011 North American Journal of Fisheries 31:714-721,USA,West Florida,30.150349,-86.485161,GTRIGGM,2008.5,ND4,29,617,0.87957,NA,0.003386,NA,mtdna101
145,Bathygobius cocosensis,Cocos frill-goby,Muki et al. 2009 Ichythology Res 56:380-387,Northwestern Pacific Ocean ,Bonin Islands ,25,145,NA,,ND5,22,945,0.636,NA,0.001,NA,mtdna101
146,Bathygobius cocosensis,Cocos frill-goby,Muki et al. 2009 Ichythology Res 56:380-387,Northwestern Pacific Ocean ,Iriomote-jima,24.348439,123.652159,NA,,ND5,12,945,0.955,NA,0.003,NA,mtdna101
147,Bathygobius cocosensis,Cocos frill-goby,Muki et al. 2009 Ichythology Res 56:380-387,Northwestern Pacific Ocean ,Okinawa-jima,26.902202,128.033732,NA,,ND5,10,945,0.644,NA,0.001,NA,mtdna101
148,Bathygobius cocosensis,Cocos frill-goby,Muki et al. 2009 Ichythology Res 56:380-387,Northwestern Pacific Ocean ,Wakayama,34.045771,134.984552,NA,,ND5,16,945,0.908,NA,0.002,NA,mtdna101
149,Bathytoshia centroura,Roughtail stingray,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,ND2,6,990,0.6,0.215,7.00E-04,7.00E-04,mtdna103
150,Bathytoshia centroura,Roughtail stingray,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,cytochrome c oxidase subunit I,6,610,0.6,0.215,0.0014,0.0013,mtdna103
151,Bellapiscis lesleyae,Mottled twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Bluff,-46.58333333,168.3333333,NA,,control region,12,400,0.591,0.108,0.003,0.002,mtdna101
152,Bellapiscis lesleyae,Mottled twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Hauraki Gulf,-35.9,175.0833333,NA,,control region,4,400,1,0.177,0.013,0.009,mtdna101
153,Bellapiscis lesleyae,Mottled twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Kaikoura,-42.4,173.7,NA,,control region,14,400,1,0.034,0.013,0.008,mtdna101
154,Bellapiscis lesleyae,Mottled twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Three Kings,-34.13333333,172.1333333,NA,,control region,12,400,0.758,0.093,0.005,0.003,mtdna101
155,Bellapiscis medius,Twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Bluff,-46.58333333,168.3333333,NA,,control region,24,400,0.486,0.113,0.002,0.002,mtdna101
156,Bellapiscis medius,Twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Catlins,-46.36666667,169.7833333,NA,,control region,21,400,0.095,0.084,3.00E-04,0.001,mtdna101
157,Bellapiscis medius,Twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Hauraki Gulf,-35.9,175.0833333,NA,,control region,14,400,0.901,0.058,0.006,0.004,mtdna101
158,Bellapiscis medius,Twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Kaikoura,-42.4,173.7,NA,,control region,8,400,0.649,0.184,0.004,0.003,mtdna101
159,Bellapiscis medius,Twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Kaipara,-36.25,174.2333333,NA,,control region,14,400,0.818,0.084,0.005,0.003,mtdna101
160,Bellapiscis medius,Twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Otago,-45.81666667,170.65,NA,,control region,16,400,0.264,0.136,0.001,0.001,mtdna101
161,Bellapiscis medius,Twister,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Wellington,-41.08333333,174.85,NA,,control region,19,400,0.836,0.139,0.003,0.002,mtdna101
162,Beringraja pulchra,Mottled skate,Im et al. 2017 J. Appl. Ichthyol. 23:950-956,South Korea,Daechungdo,37.7,124.8,NA,2011,cytochrome c oxidase subunit I,30,471,0.536,NA,0.0018,NA,mtdna102
163,Beringraja pulchra,Mottled skate,Im et al. 2017 J. Appl. Ichthyol. 23:950-956,South Korea,Heuksando,34.671828,125.419423,NA,2011,cytochrome c oxidase subunit I,27,471,0.581,NA,0.0019,NA,mtdna102
165,Beryx decadactylus,Alfonsino,Friess & Sedberry 2011 Journal of Fish Biology 78:466-478,United States,Charleston Bump ,32.0936,-75.9942,NA,2005,control region,141,403,0.799,NA,0.0041,NA,mtdna101
166,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Astrolabe Reef,  North Loyality ridge",-20,165.3,NA,,cytb,12,815,0.8485,NA,0.003458,NA,mtdna101
167,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Atlantic Ocean,58.539595,-19.541019,NA,,cytb,25,815,0.9833,NA,0.009669,NA,mtdna101
168,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Chatham Rise,-46.316584,178.886712,NA,,cytb,13,815,0.9744,NA,0.003492,NA,mtdna101
169,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,East Coast,-40.044438,-179.150394,NA,,cytb,25,815,0.88,NA,0.004266,NA,mtdna101
170,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Indian Ocean (east),-20.468189,111.943356,NA,,cytb,10,815,0.9778,NA,0.005235,NA,mtdna101
171,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Indian Ocean (west),-27.839076,49.892575,NA,,cytb,9,815,0.9167,NA,0.00259,NA,mtdna101
172,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Lifou Island, North Loyality ridge",-21,167,NA,,cytb,10,815,0.9333,NA,0.004908,NA,mtdna101
173,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,Off Japanese Coast,45.828799,146.894524,NA,,cytb,27,815,0.886,NA,0.003489,NA,mtdna101
174,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Off Tasmania, South Australia",-45.336702,144.462887,NA,,cytb,5,815,1,NA,0.007853,NA,mtdna101
175,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount J, South Loyality ridge",-24.1,170,NA,,cytb,21,815,0.9524,NA,0.003728,NA,mtdna101
176,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount Jumeau Est, Norfolk ridge",-23.6,168.5,NA,,cytb,14,815,0.8901,NA,0.003182,NA,mtdna101
177,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount Jumeau Ouest, Norfolk ridge",-23.9,167.5,NA,,cytb,10,815,0.7778,NA,0.001963,NA,mtdna101
178,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount K, South Loyality ridge",-24.5,170.1,NA,,cytb,13,815,0.8718,NA,0.003146,NA,mtdna101
179,Beryx splendens,Splendid alfonsino,Levy-Hartmann et al. 2011 Genetica 139: 1349-1365,New Caledonia,"Seamount Stylaster, Norfolk ridge",-23.5,168,NA,,cytb,10,815,0.9333,NA,0.002372,NA,mtdna101
180,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Bering strait,19,70,-175,NA,2002,cytb,5,260,0.7,0.22,0.0031,0.0031,mtdna101
181,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,1,71.48,-56.58,NA,2004,cytb,32,260,0.44,0.11,0.0031,0.0026,mtdna101
182,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,10,74.9,-21.01,NA,2003,cytb,17,260,0.32,0.14,0.0013,0.0015,mtdna101
183,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,11,75.58,-21.44,NA,2003,cytb,20,260,0.45,0.14,0.0027,0.0023,mtdna101
184,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,12,76.43,-19.19,NA,2003,cytb,17,260,0.67,0.09,0.0054,0.0039,mtdna101
185,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,14,73.04,-16.31,NA,2003,cytb,19,260,0.45,0.13,0.0041,0.0032,mtdna101
186,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,15,75.24,-11.45,NA,2003,cytb,17,260,0.23,0.13,0.0018,0.0018,mtdna101
187,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,16,76.59,-6.25,NA,2002,cytb,39,260,0.39,0.09,0.0041,0.0031,mtdna101
188,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,17,79.01,10.43,NA,2002,cytb,41,260,0.23,0.08,0.002,0.0019,mtdna101
189,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,2,67.22,-57.07,NA,2004,cytb,41,260,0.34,0.09,0.0023,0.0026,mtdna101
190,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,3,65.04,-34.31,NA,2005,cytb,22,260,0.4,0.12,0.0037,0.0029,mtdna101
191,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,8,74.04,-22,NA,2003,cytb,16,260,0.69,0.12,0.0041,0.0032,mtdna101
192,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Greenland,9,74.27,-21.11,NA,2003,cytb,15,260,0.36,0.14,0.0032,0.0027,mtdna101
193,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Iceland,4,66.75,-24.5,NA,2002,cytb,20,260,0.57,0.12,0.0051,0.0037,mtdna101
194,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Iceland,5,67.25,-19.5,NA,2002,cytb,20,260,0.35,0.12,0.0034,0.0027,mtdna101
195,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Iceland,6,66,-12,NA,2002,cytb,17,260,0.41,0.14,0.0032,0.0027,mtdna101
196,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Iceland,7,64.5,-12,NA,2002,cytb,40,260,0.54,0.08,0.0047,0.0034,mtdna101
197,Boreogadus saida,Polar cod,Palsson et. al 2009 Polar Biology 32:471-479,Spitsbergen,18,60,-175,NA,2002,cytb,19,260,0.3,0.13,0.0023,0.0022,mtdna101
198,Boreogadus saida,Polar cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,Canada,St. Lawrence,50.455494,-58.266836,NA,2010,cytb,30,818-1266,0.85,NA,0.0045,NA,mtdna102
199,Boreogadus saida,Polar cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,USA,Camden Bay,70.02383,-144.737828,NA,2008-2014,cytb,117,818-1266,0.88,NA,0.0046,NA,mtdna102
200,Boreogadus saida,Polar cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,USA,Central Beaufort,70.832914,-149.52512,NA,2008-2014,cytb,55,818-1266,0.86,NA,0.0038,NA,mtdna102
201,Boreogadus saida,Polar cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,USA,Southern Shelf,70.038369,-140.648168,NA,2008-2014,cytb,71,818-1266,0.86,NA,0.0052,NA,mtdna102
202,Boreogadus saida,Polar cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,USA,Western Beaufort,71.485664,-154.710667,NA,2008-2014,cytb,62,818-1266,0.92,NA,0.005,NA,mtdna102
203,Branchiostegus japonicus,Horsehead tilefish,Nohara et. al 2010 Fish Science 76:75-81,East China Sea,EC,28.69,124.5,NA,2003,control region,35,388,0.928,0.005747049,0.08,0.000845154,mtdna101
204,Branchiostegus japonicus,Horsehead tilefish,Nohara et. al 2010 Fish Science 76:75-81,Japan,KC,33.1,134.2,NA,2003,control region,35,388,0.966,0.003380617,0.01,0.000845154,mtdna101
205,Branchiostegus japonicus,Horsehead tilefish,Nohara et. al 2010 Fish Science 76:75-81,Japan,KT,35.97,135.12,NA,2003,control region,35,388,0.916,0.005747049,0.01,0.001014185,mtdna101
206,Branchiostegus japonicus,Horsehead tilefish,Nohara et. al 2010 Fish Science 76:75-81,Japan,NG,37.6,138.5,NA,2003,control region,35,388,0.832,0.010141851,0.006,0.000507093,mtdna101
207,Branchiostegus japonicus,Horsehead tilefish,Nohara et. al 2010 Fish Science 76:75-81,Japan,SN,36.11,132.7,NA,2003,control region,35,388,0.961,0.003549648,0.01,0.001014185,mtdna101
208,Branchiostegus japonicus,Horsehead tilefish,Nohara et. al 2010 Fish Science 76:75-81,Japan,SO,34.5,138.8,NA,2003,control region,35,388,0.983,0.001859339,0.01,0.001014185,mtdna101
209,Branchiostegus japonicus,Horsehead tilefish,Nohara et. al 2010 Fish Science 76:75-81,Japan,TS,34.4,129.6,NA,2003,control region,35,388,0.879,0.008451543,0.006,0.000676123,mtdna101
210,Branchiostegus japonicus,Horsehead tilefish,Nohara et. al 2010 Fish Science 76:75-81,Japan,YG,34.8,131.2,NA,2003,control region,35,388,0.923,0.005239956,0.007,0.000676123,mtdna101
211,Branchiostoma belcheri,,"Li, Zhong & Wang 2013 Zoological Science 30:83-91",China,Beihai,21.425024,109.082557,NA,2008,"major non-coding region, tRNAG, ND6 (partial)",10,541,1,NA,0.0123,NA,mtdna102
212,Branchiostoma belcheri,,"Li, Zhong & Wang 2013 Zoological Science 30:83-91",China,Maoming,21.513626,111.042936,NA,2005,"major non-coding region, tRNAG, ND6 (partial)",15,541,1,NA,0.0156,NA,mtdna102
213,Branchiostoma belcheri,,"Li, Zhong & Wang 2013 Zoological Science 30:83-91",China,Xiamen,24.479806,118.066633,NA,2005,"major non-coding region, tRNAG, ND6 (partial)",15,541,0.9917,NA,0.0102,NA,mtdna102
214,Branchiostoma japonicum,,"Li, Zhong & Wang 2013 Zoological Science 30:83-91",China,Quingdao,36.051652,12.393669,NA,2006,"major non-coding region, tRNAG, ND6 (partial)",15,467,1,NA,0.0166,NA,mtdna102
215,Branchiostoma japonicum,,"Li, Zhong & Wang 2013 Zoological Science 30:83-91",China,Xiamen,24.479806,118.066633,NA,2005,"major non-coding region, tRNAG, ND6 (partial)",15,467,1,NA,0.0128,NA,mtdna102
216,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Cape Agulhas,-34.8,19.9,NA,,control region,26,390,0.963,NA,0.01,NA,mtdna101
217,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Cape Infanta,-34.6,20.3,NA,,control region,26,390,0.969,NA,0.01,NA,mtdna101
218,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Gansbaai,-34.5,19.3,NA,,control region,25,390,0.967,NA,0.01,NA,mtdna101
219,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Haga Haga,-33.3,27.4,NA,,control region,21,390,0.971,NA,0.01,NA,mtdna101
220,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Herold's Bay,-34.4,21.8,NA,,control region,26,390,0.951,NA,0.009,NA,mtdna101
221,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Jongensfontein,-34.4,20.8,NA,,control region,26,390,0.96,NA,0.009,NA,mtdna101
222,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Knysna Heads,-34.07,22.5,NA,,control region,24,390,0.982,NA,0.011,NA,mtdna101
223,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Port Alfred,-33.7,26.5,NA,,control region,24,390,0.935,NA,0.009,NA,mtdna101
224,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Rooiels,-34.4,18.8,NA,,control region,22,390,0.965,NA,0.011,NA,mtdna101
225,Caffrogobius caffer,Banded goby,Neethling et. al 2008 BMC Evolutionary Biology 8:325,South Africa,Wooley's Pool,-34.1,18.6,NA,,control region,22,390,0.948,NA,0.008,NA,mtdna101
226,Carcharhinus galapagensis,Galapagos shark,PazmiÒo et al. 2017 Conserv. Genet. 18:1151-1163,Ecuador,Isabela,0.833333333,-90.81666667,NA,,control region,8,997,0.585,0.0247,0.018,0.0035,mtdna102
227,Carcharhinus galapagensis,Galapagos shark,PazmiÒo et al. 2017 Conserv. Genet. 18:1151-1163,Ecuador,Northern Islands,-1.65,-91.98333333,NA,,control region,4,997,1,0.135,0.053,0.02,mtdna102
228,Carcharhinus galapagensis,Galapagos shark,PazmiÒo et al. 2017 Conserv. Genet. 18:1151-1163,Ecuador,San Cristobal,-0.525015,-89.9,NA,,control region,27,997,0.361,0.0269,0.007,0,mtdna102
229,Carcharhinus galapagensis,Galapagos shark,PazmiÒo et al. 2017 Conserv. Genet. 18:1151-1163,Ecuador,Santa Cruz,-0.700011,-90.65554333,NA,,control region,46,997,0.555,0.0133,0.074,0.0059,mtdna102
232,Carcharodon carcharias,Great white shark,Blower et al. 2012 Marine Ecology Progress Series 455: 229-244,Australia,New South Wales,32.01833333,147.0005556,NA,1997,control region,38,842,0.838,0.025,0.00289,0.00178,mtdna101
233,Carcharodon carcharias,Great white shark,Blower et al. 2012 Marine Ecology Progress Series 455: 229-244,Australia,Queensland,23,143,NA,1997,control region,13,842,0.885,0.058,0.0029,0.00189,mtdna101
234,Carcharodon carcharias,Great white shark,Blower et al. 2012 Marine Ecology Progress Series 455: 229-244,Australia,South Australia,30,135,NA,1997,control region,28,842,0.833,0.051,0.00285,0.00178,mtdna101
235,Centrophorus harrissoni,Dumb gulper shark,Daley et al. 2012 Marine and Freshwater Research 63:708-714,Australia,North-eastern Tasmania,-40,149,NA,2007,16S,23,486,NA,NA,0.071,0.00834,mtdna101
236,Centrophorus moluccensis,Smallfin gulper shark,Daley et al. 2012 Marine and Freshwater Research 63:708-714,Australia,Western Australia,-32,115,NA,2007,16S,5,503,NA,NA,0.001,0.000447,mtdna101
238,Centrophorus uyato,Little gulper shark,"Vella, Vella & Schembri (2017) Marine Genomics 36:17-23",,Malta,35.951019,14.361835,NA,2003-2017,ND2,14,990,0.6,0.064,0.0021,0.0013,mtdna103
239,Centrophorus zeehaani,Southern dogfish,Daley et al. 2012 Marine and Freshwater Research 63:708-714,Australia,Victoria,-40.08333333,148.1180556,NA,2007,16S,18,505,NA,NA,0.004,0.000471,mtdna101
240,Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,CT,41.1,-72.8,BSBASSMATLC,,control region,13,342,0.641,0.041602515,0.002,0.0005547,mtdna101
241,Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,FL,27.7,-80.4,NA,,control region,53,342,0.861,0.005494423,0.007,0.000686803,mtdna101
242,Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,GA,31.6,-80.7,NA,,control region,40,342,0.887,0.006798897,0.008,0.000790569,mtdna101
243,Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,GoM,29.5,-84.7,NA,,control region,57,342,0.999,0.000529813,0.015,0.001059626,mtdna101
244,Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,NC,34.3,-77.4,NA,,control region,56,342,0.87,0.005077964,0.006,0.000534522,mtdna101
245,Centropristis striata,Black seabass,"Roy et. al 2012 Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Service 4:391-402",USA,NJ,39.5,-73.8,BSBASSMATLC,,control region,28,342,0.442,0.021921939,0.003,0.000377964,mtdna101
