"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise"
"442","Gadus macrocephalus","Pacific cod","Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ","Northwestern Pacific Ocean ","Hecate Strait",51,135,NA,"2004","control region",24,452,0.58,NA,0.074,NA
"443","Gadus macrocephalus","Pacific cod","Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ","Northwestern Pacific Ocean ","Kodial Island",55,155,NA,"2003","control region",22,452,0.41,NA,0.081,NA
"444","Gadus macrocephalus","Pacific cod","Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ","Northwestern Pacific Ocean ","Okhotsk Sea",46,150,NA,"2004","control region",44,452,0.59,NA,0.04,NA
"445","Gadus macrocephalus","Pacific cod","Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ","Northwestern Pacific Ocean ","Sea of Japan",44,137,NA,"2005","control region",27,452,0.71,NA,0.12,NA
"446","Gadus macrocephalus","Pacific cod","Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ","Northwestern Pacific Ocean ","Unimak Pass",51,175,"PCODBSAI","2003","control region",18,452,0.63,NA,0.123,NA
"447","Gadus macrocephalus","Pacific cod","Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ","Northwestern Pacific Ocean ","Yellow Sea",41,125,NA,"2005","control region",39,452,0.55,NA,0.065,NA
"448","Gadus macrocephalus","Pacific cod ","Gwak & Nakayama 2011 Fisheries Science 77:945-952","South Korea ","Boryeong ",36.3514,126.4917,NA,"2007","control region",74,584,0.472,NA,9e-04,NA
"449","Gadus macrocephalus","Pacific cod ","Gwak & Nakayama 2011 Fisheries Science 77:945-952","South Korea ","Jinhae ",35.0657,128.7202,NA,"2007","control region",54,584,0.206,NA,3e-04,NA
"450","Gadus macrocephalus","Pacific cod ","Gwak & Nakayama 2011 Fisheries Science 77:945-952","South Korea ","Jukbyeon",37.0593,129.439,NA,"2006","control region",56,584,0.553,NA,0.0018,NA
"451","Gadus morhua","Atlantic cod","Carr et al. 1995","Canada","Chance Cove, inner part of Trinity Bay",47.665,-52.8663888888889,"COD2J3KL","1990","cytb",47,307,0.2379,NA,0.0011,NA
"452","Gadus morhua","Atlantic cod","Carr et al. 1995","Canada","Flatrock , east coast of Avalon Peninsula north of St. John's",47.695,-52.6177777777778,"COD2J3KL","1989","cytb",88,307,0.3457,NA,0.001591,NA
"453","Gadus morhua","Atlantic cod","Carr et al. 1995","Canada","Heart's Ease Ledge, near Random Island",48,-53,"COD2J3KL","1993","cytb",33,307,0.2275,NA,0.001104,NA
"454","Gadus morhua","Atlantic cod","Carr et al. 1995","Canada","Northern Grand Banks",48.8,-51,"COD2J3KL","1988","cytb",21,307,0.1812,NA,0.001494,NA
"455","Gadus morhua","Atlantic cod","Carr et al. 1995","Canada","Random Island, west side of Trinity Bay",48.173,-52.8825,"COD2J3KL","1991","cytb",47,307,0.2745,NA,0.0011,NA
"456","Ginglymostoma cirratum","Nurse shark","Karl et al. 2012 Marine Biology 159:489-498","Bahamas","BMN",27.44979,-76.391603,NA,"","control region and mitochondrial cytochrome c oxidase I",21,1166,0.43,NA,4e-04,NA
"457","Ginglymostoma cirratum","Nurse shark","Karl et al. 2012 Marine Biology 159:489-498","Belize","BLZ",18.062312,-86.323244,NA,"","control region and mitochondrial cytochrome c oxidase I",33,1166,0.49,NA,4e-04,NA
"458","Ginglymostoma cirratum","Nurse shark","Karl et al. 2012 Marine Biology 159:489-498","Brazil","BRI",1.142502,-31.655275,NA,"","control region and mitochondrial cytochrome c oxidase I",37,1166,0.43,NA,4e-04,NA
"459","Ginglymostoma cirratum","Nurse shark","Karl et al. 2012 Marine Biology 159:489-498","Brazil","NTL",-5.771085,-35.199566,NA,"","control region and mitochondrial cytochrome c oxidase I",15,1166,0.56,NA,5e-04,NA
"460","Ginglymostoma cirratum","Nurse shark","Karl et al. 2012 Marine Biology 159:489-498","USA","FLD",29.380941,-83.199384,NA,"","control region and mitochondrial cytochrome c oxidase I",37,1166,0.16,NA,1e-04,NA
"461","Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Goto Islands",32.6,128.7,NA,"","control region",30,450,0.94,0.005842374,0.0091,0.000949386
"462","Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Hachijojima Island",33,140,NA,"","control region",12,450,0.893,0.022516661,0.0069,0.001270171
"463","Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Izumi",31.3,130.6,NA,"","control region",44,450,0.912,0.00452267,0.0089,0.000753778
"464","Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Joetsu",37.2,138.4,NA,"","control region",20,450,0.805,0.020124612,0.0083,0.001095673
"465","Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Kashima",36.1,140.6,NA,"","control region",35,450,0.955,0.00405674,0.0093,0.00087896
"466","Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Kawasaki",35.6,139.9,NA,"","control region",28,450,0.968,0.004535574,0.0102,0.001096097
"467","Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Muroto",33.2,134.1,NA,"","control region",26,450,0.935,0.007452413,0.0086,0.000960969
"468","Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Sakai",35.5,133.1,NA,"","control region",29,450,0.902,0.008913376,0.009,0.000947046
"469","Girella punctata","","Saito et. al 2008 Journal of Fish Biology 73:1937-1945","Japan","Shimoda",34.5,138.8,NA,"","control region",25,450,0.933,0.0072,0.0082,0.00096
"470","Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Dosei",44.6166666666667,141.083333333333,NA,"2005","HVR I",35,435,0.99,0.002366432,0.017,0.001521278
"471","Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Doto",42.6666666666667,144,NA,"2005","HVR I",24,435,0.99,0.000816497,0.011,0.001224745
"472","Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Monbetu",44.6,143.6,NA,"2004","HVR I",28,435,0.98,0.002645751,0.014,0.001511858
"473","Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Sea of Okhotsk",44,143,NA,"2004","HVR I",28,435,0.98,0.002645751,0.014,0.001511858
"474","Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Tohoku",39.4,142.7,NA,"2004","HVR I",28,435,0.99,0.002645751,0.015,0.001511858
"475","Glyptocephalus stelleri","Blackfin flounder","Xiao et. al 2010 Biochemical Genetics 48:402-417","Japan","Tottori",36.3833333333333,133.783333333333,NA,"2004","HVR I",28,435,0.98,0.003023716,0.014,0.001511858
"476","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Banks Peninsula",-42.4166666666667,172.716666666667,NA,"","control region",40,400,0.988,0.009,0.037,0.029
"477","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Bluff",-45.4166666666667,168.333333333333,NA,"","control region",60,400,0.586,0.072,0.007,0.004
"478","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Chatham Islands",-42.15,-175.55,NA,"","control region",5,400,1,0.127,0.008,0.006
"479","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Doubtful Sound. Fiordland",-44.7666666666667,166.85,NA,"","control region",10,400,0.356,0.159,0.001,0.001
"480","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Hauraki Gulf",-34.1,175.083333333333,NA,"","control region",10,400,0.844,0.102,0.008,0.006
"481","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Kaikoura",-41.6,173.7,NA,"","control region",4,400,1,0.167,0.043,0.029
"482","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Kaipara",-35.75,174.233333333333,NA,"","control region",24,400,0.993,0.014,0.026,0.014
"483","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Napier",-38.5333333333333,176.883333333333,NA,"","control region",27,400,0.993,0.012,0.022,0.012
"484","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Nelson",-40.7333333333333,173.233333333333,NA,"","control region",8,400,1,0.063,0.026,0.016
"485","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","New Plysmouth",-38.95,174.566666666667,NA,"","control region",10,400,0.979,0.054,0.023,0.013
"486","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Otago",-44.1833333333333,170.65,NA,"","control region",57,400,0.709,0.042,0.045,0.003
"487","Grahamina capito","Spotted robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Wellington",-40.9166666666667,174.85,NA,"","control region",7,400,1,0.076,0.021,0.013
"488","Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Banks Peninsula",-42.4166666666667,172.716666666667,NA,"","control region",5,400,1,0.127,0.025,0.017
"489","Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Bluff",-45.4166666666667,168.333333333333,NA,"","control region",6,400,1,0.096,0.024,0.015
"490","Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Hauraki Gulf",-34.1,175.083333333333,NA,"","control region",6,400,0.933,0.122,0.024,0.015
"491","Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Kaipara",-35.75,174.233333333333,NA,"","control region",12,400,1,0.034,0.031,0.017
"492","Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Nelson",-40.7333333333333,173.233333333333,NA,"","control region",6,400,1,0.045,0.037,0.021
"493","Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Te Arai Point",-35.9,174.633333333333,NA,"","control region",11,400,1,0.038,0.032,0.018
"494","Grahamina gymnota","Tasmanian robust triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Wellington",-40.9166666666667,174.85,NA,"","control region",14,400,1,0.027,0.033,0.018
"495","Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Catlins",-45.6333333333333,169.783333333333,NA,"","control region",14,400,0.615,0.102,0.002,0.002
"496","Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Doubtful Sound. Fiordland",-44.7666666666667,166.85,NA,"","control region",10,400,0,0,0,0
"497","Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Great Barrier Is",-35.8333333333333,175.333333333333,NA,"","control region",13,400,0.615,0.136,0.002,0.002
"498","Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Hauraki Gulf",-34.1,175.083333333333,NA,"","control region",25,400,0.84,0.049,0.005,0.004
"499","Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","New Plysmouth",-38.95,174.566666666667,NA,"","control region",5,400,0.758,0.078,0.004,0.003
"500","Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Okuru West Coast",-42.1166666666667,168.9,NA,"","control region",5,400,0.166,0.134,0.001,0.001
"501","Grahamina nigripenne","Estuarine triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Otago",-44.1833333333333,170.65,NA,"","control region",12,400,0,0,0,0
"502","Halichoeres cyanocephalus","Yellowcheek wrasse","Rocha 2004","Belize","Belize",17.225,-87.8833333333333,NA,"1997-2002","cytb",12,701,0.68,NA,0.002,NA
"503","Halichoeres cyanocephalus","Yellowcheek wrasse","Rocha 2004","Brazil","NE Brazil",-6.621,-37.9163888888889,NA,"1997-2002","cytb",5,701,0.9,NA,0.004,NA
"504","Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","Bahamas","Bahamas",25.76,-76.9491666666667,NA,"1997-2002","cytb",21,701,0.97,NA,0.008,NA
"505","Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","Belize","Belize",17.225,-87.8833333333333,NA,"1997-2002","cytb",21,701,0.95,NA,0.009,NA
"506","Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","Bermuda","Bermuda",32.361,-63.8811111111111,NA,"1997-2002","cytb",27,701,0.97,NA,0.008,NA
"507","Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","St. Croix","St.Croix",18.396,-63.8825,NA,"1997-2002","cytb",23,701,0.98,NA,0.009,NA
"508","Halichoeres garnoti","Yellowhead wrasse","Rocha 2004","Venezuela","Venezuela",13.24,-65.8483333333333,NA,"1997-2002","cytb",22,701,0.97,NA,0.009,NA
"509","Halichoeres maculipinna","Clown wrasse","Rocha 2004","","Trindade",-21.698,-60.9163888888889,NA,"1997-2002","cytb",5,701,0.7,NA,0.001,NA
"510","Halichoeres maculipinna","Clown wrasse","Rocha 2004","Bahamas","Bahamas",25.76,-76.9491666666667,NA,"1997-2002","cytb",19,701,0.9,NA,0.003,NA
"511","Halichoeres maculipinna","Clown wrasse","Rocha 2004","Belize","Belize",17.225,-87.8833333333333,NA,"1997-2002","cytb",19,701,0.87,NA,0.002,NA
"512","Halichoeres maculipinna","Clown wrasse","Rocha 2004","Brazil","NE Brazil",-6.621,-37.9163888888889,NA,"1997-2002","cytb",5,701,0.9,NA,0.002,NA
"513","Halichoeres maculipinna","Clown wrasse","Rocha 2004","St. Croix","St. Croix",18.396,-63.8825,NA,"1997-2002","cytb",18,701,0.8,NA,0.002,NA
"514","Halichoeres maculipinna","Clown wrasse","Rocha 2004","Venezuela","Venezuela",13.24,-65.8483333333333,NA,"1997-2002","cytb",17,701,0.88,NA,0.003,NA
"515","Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Jumoonjin",37.8872,128.8351,NA,"2007","COI",39,697,0.55,NA,0.002,NA
"516","Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Jumoonjin",37.8872,128.8351,NA,"2007","COIII-ND3-ND4L",39,764,0.79,NA,0.002,NA
"517","Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Jumoonjin",37.8872,128.8351,NA,"2007","cytb",39,865,0.95,NA,0.005,NA
"518","Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Taean",36.6513,126.2388,NA,"2007","COI",50,697,0.81,NA,0.003,NA
"519","Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Taean",36.6513,126.2388,NA,"2007","COIII-ND3-ND4L",50,764,0.84,NA,0.002,NA
"520","Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Taean",36.6513,126.2388,NA,"2007","cytb",50,865,0.97,NA,0.004,NA
"521","Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Tongyoung",34.9468,128.46,NA,"2008","COI",50,697,0.66,NA,0.002,NA
"522","Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Tongyoung",34.9468,128.46,NA,"2008","COIII-ND3-ND4L",50,764,0.81,NA,0.002,NA
"523","Hexagrammos otakii","Fat greenling ","Habib et al. 2011 Genes & Genomics 33:413-423","South Korea ","Tongyoung",34.9468,128.46,NA,"2008","cytb",50,865,0.95,NA,0.004,NA
"524","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Canary Islands","Lanzarote",27.07,-15.28,NA,"","control region",19,406,0.83,NA,0.002,NA
"525","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Channel Islands","Jersey",49.71,-1.56,NA,"","control region",8,406,0.46,NA,5e-04,NA
"526","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","France","Le Grau du Roi",43.11,5.58,NA,"","control region",19,406,0.82,NA,0.0019,NA
"527","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","France  ","Arcachon",43.87,-1.44,NA,"","control region",13,406,0.53,NA,6e-04,NA
"528","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","France  ","Brest",48.17,-4.66,NA,"","control region",8,406,0.64,NA,0.0014,NA
"529","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","France  ","La Rochelle",44.58,-1.44,NA,"","control region",8,406,0.79,NA,0.0012,NA
"530","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Greece","Greece",38.27,23.94,NA,"","control region",9,406,0.94,NA,0.0022,NA
"531","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Israel","Israel",33.51,35.22,NA,"","control region",6,406,0.8,NA,0.0011,NA
"532","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Italy","Napoli",41.51,12.71,NA,"","control region",18,406,0.82,NA,0.0014,NA
"533","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Italy","Riccione",45.57,12.96,NA,"","control region",24,406,0.7,NA,0.0013,NA
"534","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Malta","Gozo",35.95,16.53,NA,"","control region",5,406,0.7,NA,0.0017,NA
"535","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Portugal","Portimao",37.2,-8.99,NA,"","control region",6,406,0.87,NA,0.0025,NA
"536","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Portugal","Ria Formosa",36.77,-6.77,NA,"","control region",24,406,0.89,NA,0.0029,NA
"537","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Senegal","Senegal",12.72,-16.9,NA,"","control region",26,406,0.92,NA,0.004,NA
"538","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Spain","Alicante",38.79,-0.02,NA,"","control region",6,406,0.73,NA,0.0013,NA
"539","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","Spain","Malaga",36.47,-3.71,NA,"","control region",18,406,0.84,NA,0.0021,NA
"540","Hippocampus hippocampus","Short snouted seahorse","Woodall et. al 2011 Journal of Fish Biology 78:1738-1756","United Kingdom","South Coast",50.74,-0.32,NA,"","control region",31,406,0.86,NA,0.0017,NA
"541","Hippocampus ingens","Pacific seahorse","Saarman et. al 2010 Conservation Genetics 11:1989-2000","Ecuador","Guayaquil",-2.51,-80.7,NA,"","control region",6,428,0.8,NA,0.0057,NA
