spp,CommonName,Source,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise
Eleginops maclovinus ,Patagonian blennie ,Ceballos et al. 2012 Marine Biology 159:499-505,Chile ,Puerto Montt,-41.5456,,,-72.9113,,,,cytochrome b ,28,833,0.87,,0.0039,
Eleginops maclovinus ,Patagonian blennie ,Ceballos et al. 2012 Marine Biology 159:499-505,Chile ,Concepcií_n ,-36.7077,,,-73.0692,,,,cytochrome b ,27,833,0.9,,0.0032,
Engraulis japonicus,Japanese anchovy,Chen et al. 2010 Zoological Studies 49: 270-282 ,Taiwan,Autumn Taiwan,24,8,,121,8,,2001,cytb ,45,740,0.999,,0.0144,
Engraulis japonicus,Japanese anchovy,Chen et al. 2010 Zoological Studies 49: 270-282 ,Taiwan,Taiwan Strait,25,2,,121,3,,2001,cytb ,44,740,1,,0.013,
Epinephelus akaara,Hong Kong grouper,Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562,China,SY,17.6,,,108.96,,,1999,control region,14,331,1,0.008017837,0.012,0.001870829
Epinephelus akaara,Hong Kong grouper,Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562,China,ZJ,20.86,,,111.03,,,2000,control region,15,331,0.93,0.012909944,0.01,0.001549193
Epinephelus akaara,Hong Kong grouper,Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562,China,DYW,22.06,,,114.3,,,2001,control region,5,331,0.9,0.071554175,0.007,0.002683282
Epinephelus akaara,Hong Kong grouper,Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562,China,ZL,23.4,,,117.3,,,2001,control region,13,331,0.72,0.036055513,0.006,0.0011094
Epinephelus akaara,Hong Kong grouper,Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562,China,XM,24.3,,,118.5,,,2001,control region,10,331,0.98,0.015811388,0.017,0.003162278
Epinephelus akaara,Hong Kong grouper,Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562,China,PT,25.9,,,119.8,,,2001,control region,15,331,0.89,0.018073922,0.008,0.001290994
Epinephelus akaara,Hong Kong grouper,Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562,China,ZS,29.8,,,122.4,,,1998,control region,15,331,0.94,0.010327956,0.011,0.001549193
Miichthys miiuy,Miiuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Ruian ,27,6,,120,4,0,,control region,14,369,1,,0.00906,
Miichthys miiuy,Miiuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Wenling,28,3,0,121,4,5,,control region,12,369,1,,0.00819,
Miichthys miiuy,Miiuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Wenzhou,28,,,121,,,,control region,13,369,0.98718,,0.01004,
Miichthys miiuy,Miiuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Xiangshan,29,3,0,122,1,5,,control region,11,369,1,,0.01413,
Miichthys miiuy,Miiuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Yueqing,28,1,0,121,2,0,,control region,12,369,1,,0.00952,
Miichthys miiuy,Miiuy croaker,Cheng et al. 2011 Biochemical Systematics and Ecology 39:718-724,East China Sea,Zhoushan,30,,,122,3,0,,control region,14,369,0.87912,,0.00882,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Newfoundland,Newfoundland,46.07,,,-47.37,,,2004,cytochrome b,30,290,0.834,,0.007,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Off Bjargtangar 1,65.74,,,-27.4,,,2003,cytochrome b,32,290,0.802,,0.055,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Off Bjargtangar 2,65.67,,,-27.56,,,2003,cytochrome b,22,290,0.749,,0.006,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Isafjardarjup,66.28,,,-23.2,,,2003,cytochrome b,17,290,0.75,,0.003,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Hunafloi,65.57,,,-21.08,,,2004,cytochrome b,27,290,0.738,,0.0047,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Skjalfandi,66.14,,,-17.54,,,2004,cytochrome b,25,290,0.743,,0.0056,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Eyjafjordur,66.16,,,-18.43,,,2004,cytochrome b,19,290,0.784,,0.0038,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Skagafjordur,65.94,,,-16.79,,,2004,cytochrome b,19,290,0.784,,0.0058,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Oxafjordur,66.28,,,-16.28,,,2004,cytochrome b,20,290,0.916,,0.0071,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Off bistlfjordur,66.91,,,-13.48,,,2003,cytochrome b,24,290,0.916,,0.0071,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Iceland,Off Hofn,63.91,,,-12.53,,,2003,cytochrome b,17,290,0.806,,0.0036,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Eastern Atlantic,Off Haugesund,59.37,,,2.92,,,2003,cytochrome b,15,290,0.771,,0.0039,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Eastern Atlantic,Kattegat,57.5,,,10.35,,,2003,cytochrome b,22,290,0.789,,0.006,
Amblyraja radiata,Starry ray,Chevolot et al. 2007 Mar Biol 151:1275-1286,Eastern Atlantic,Central North Sea,56.13,,,4.81,,,2003,cytochrome b,11,290,0.473,,0.0018,
Trachurus murphyi,Chilean jack mackerel,Cardenas et al. 2009 Fisheries Research 100:109-115,Chile,Iquique,-20,5,8,-70,1,8,2002,control region,30,772,0.36,,0.0007,
Trachurus murphyi,Chilean jack mackerel,Cardenas et al. 2009 Fisheries Research 100:109-115,USA,San Antonio,-33,3,5,-71,3,7,2002,control region,30,772,0.51,,0.0008,
Trachurus murphyi,Chilean jack mackerel,Cardenas et al. 2009 Fisheries Research 100:109-115,Chile,Talcahuano,-39,3,8,-75,1,7,2002,control region,35,772,0.22,,0.0004,
Trachurus murphyi,Chilean jack mackerel,Cardenas et al. 2009 Fisheries Research 100:109-115,Ocean,Open Ocean,-32,3,0,-91,2,0,2006,control region,52,772,0.41,,0.0007,
Trachurus murphyi,Chilean jack mackerel,Cardenas et al. 2009 Fisheries Research 100:109-115,New Zealand,New Zealand,-37,1,5,178,7,,2002,control region,26,772,0.15,,0.0002,
Conger conger,Conger eel,Correia et al. 2006. Fisheries Science. 72: 20-27,Portugal,Azores,38,,,-29,,,1999,control region,10,432,0.978,,0.007,
Conger conger,Conger eel,Correia et al. 2006. Fisheries Science. 72: 20-27,Portugal,North Portuguese Continental Slope,41,,,-9,,,1989,control region,8,432,1,,0.01,
Conger conger,European conger eel,Correia et al. 2012 Marine Biology 159:1509-1525,Ireland,Ireland,56,26,,-9,34,,2008,control region,54,607,0.97,0.02,0.5,0.3
Conger conger,European conger eel,Correia et al. 2012 Marine Biology 159:1509-1525,Azores,Azores,36,,,-20,,,2007,control region,92,607,0.95,0.02,0.45,0.27
Conger conger,European conger eel,Correia et al. 2012 Marine Biology 159:1509-1525,Portugal,Madeira,32,47,,-16,44,,2007,control region,60,607,0.89,0.04,0.38,0.23
Conger conger,European conger eel,Correia et al. 2012 Marine Biology 159:1509-1525,Spain,Mallorca,39,15,,-2,20,,2007,control region,55,607,0.74,0.06,0.21,0.15
Conger conger,European conger eel,Correia et al. 2012 Marine Biology 159:1509-1525,Portugal,North Portugal,41,11,,-8,58,,2007,control region,60,607,0.96,0.03,0.43,0.26
Conger conger,European conger eel,Correia et al. 2012 Marine Biology 159:1509-1525,Portugal,South Portugal,36,55,,9,15,,2006,control region,26,607,0.92,0.03,0.4,0.25
Sparus aurata L.,Gilthead sea bream,Coscia et al. 2012 Heredity 108:537-546,Spain,Spain,40,4,3,-3,7,,2007,control region,20,494,0.647,,0.00176,
Sparus aurata L.,Gilthead sea bream,Coscia et al. 2012 Heredity 108:537-546,Portugal,Portugal,38,7,,-9,1,8,2007,control region,20,494,0.668,,0.00181,
Sparus aurata L.,Gilthead sea bream,Coscia et al. 2012 Heredity 108:537-546,France,France,47,,,2,,,2007,control region,20,494,0.742,,0.0024,
Sparus aurata L.,Gilthead sea bream,Coscia et al. 2012 Heredity 108:537-546,Ireland,Ireland,53,,,-8,,,2007,control region,16,494,0.8,,0.0026,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,East Pacific,Panama,7.69,,,-82.636009,,,,cytochrome b,19,644,0.626,,0.004,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,East Pacific,Clipperton,10.3,,,-109.249751,,,,cytochrome b,15,644,0.533,,0.004,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Kure,28.39,,,-178.336444,,,,cytochrome b,16,644,0.7,,0.003,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Midway,28.22,,,-177.507787,,,,cytochrome b,22,644,0.597,,0.003,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Pearl & Hermes,27.84,,,-175.80274,,,,cytochrome b,5,644,0.6,,0.004,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,French Frigate Shoals,23.75,,,-166.178168,,,,cytochrome b,31,644,0.624,,0.002,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Niihau,21.87,,,-160.341981,,,,cytochrome b,8,644,0.643,,0.001,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Molokai,21.13,,,-157.47715,,,,cytochrome b,18,644,0.484,,0.002,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Lanai,20.82,,,-157.142693,,,,cytochrome b,13,644,0.423,,0.001,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Hawaii,Hawaii,19.93,,,-156.296867,,,,cytochrome b,31,644,0.416,,0.001,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Marquesas,-9.45,,,-139.05401,,,,cytochrome b,18,644,0.634,,0.001,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Moorea,-17.5,,,-149.978141,,,,cytochrome b,18,644,0.686,,0.003,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Kiribati,1.82,,,-157.096621,,,,cytochrome b,12,644,0.53,,0.003,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Canton Island,-2.8,,,-171.550505,,,,cytochrome b,7,644,0.952,,0.003,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Central West Pacific,Lizard Island,-14.65,,,145.410793,,,,cytochrome b,9,644,0.722,,0.003,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,West Pacific,Akajima,38.39,,,141.518794,,,,cytochrome b,6,644,0.8,,0.004,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,West Pacific,Okinawa,26.34,,,128.225279,,,,cytochrome b,7,644,0.286,,0.002,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Indian Ocean,Cocos-Keeling,-12.1,,,96.769297,,,,cytochrome b,5,644,0.7,,0.002,
Myripristis berndti,Blotcheye soldierfish,Craig et al. 2007,Indian Ocean,Seychelles,-4.68,,,55.291537,,,,cytochrome b,15,644,0.829,,0.004,
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Half Moon Bay,37,,,-123,,,,cytb ,17,700,0.8824,0.0718,0.002894,0.001925
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Santa Barbara,34,8,,-120,,,,cytb ,11,700,0.8182,0.1191,0.002563,0.001816
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Los Angeles,34,,,-118,,,,cytb ,26,700,0.7785,0.0792,0.002548,0.001707
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Oceanside Harbor,33,,,-117,,,,cytb ,31,700,0.7269,0.0832,0.002078,0.001453
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Agua Hedionda,32,5,,-117,,,,cytb ,14,700,0.9231,0.0604,0.003566,0.002307
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,San Dieguito,33,8,0,-116,5,,,cytb ,27,700,0.735,0.092,0.001991,0.001415
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,Mission Bay,33,,,-117,,,,cytb ,38,700,0.8192,0.0621,0.003116,0.001972
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,San Diego,33,8,,-117,,,,cytb ,30,700,0.6805,0.0951,0.002093,0.001463
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",USA,San Diego Bay,33,,,-117,,,,cytb ,35,700,0.8185,0.0667,0.002833,0.001833
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Tijuana Estuary,32,5,,-117,,,,cytb ,34,700,0.8092,0.0703,0.002947,0.001893
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Ensenada/ Todos Santos,29,,,-115,,,,cytb ,28,700,0.8201,0.0736,0.002785,0.001823
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Punta Banda,27,5,,-114,5,,,cytb ,35,700,0.7109,0.0869,0.002739,0.001786
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Bahia Asunction,26,5,,-114,2,5,,cytb ,23,700,0.585,0.1222,0.001648,0.001242
Paralichthys californicus,California Halibut,"Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151",Mexico,Bahia Magdelena,25,,,-112,5,,,cytb ,26,700,0.7538,0.09,0.002282,0.001569
Epinephelus itajara,Atlantic goliath grouper,Craig et. al 2008 Endangered Species Research Preprint 1-8,Panama,Panama,8,59,,-79,31,,,16S,25,590,0.156,,0.0005,
Epinephelus itajara,Atlantic goliath grouper,Craig et. al 2008 Endangered Species Research Preprint 1-8,Belize,Belize,16.1,,,-88.8,,,,16S,24,590,0.083,,0.0001,
Epinephelus itajara,Atlantic goliath grouper,Craig et. al 2008 Endangered Species Research Preprint 1-8,Brazil,Brazil,-17.7,,,-39.2,,,,16S,20,590,0,,0,
Epinephelus itajara,Atlantic goliath grouper,Craig et. al 2008 Endangered Species Research Preprint 1-8,USA,Florida,25,55,,-81,38,,,16S,30,590,0.303,,0.0006,
Centroscymnus crepidater,Trans-Oceanic Deep-Sea Shark,Cunha et al. 2012 PLoS ONE 7:e49196,United Kingdom,Rockall Trough,55,5,,-16,,,,control region,15,,0.933,0.045,0.009,0.005
Centroscymnus crepidater,Trans-Oceanic Deep-Sea Shark,Cunha et al. 2012 PLoS ONE 7:e49196,Atlantic Ocean,Mid-Atlantic Ridge,43,,,-27,,,,control region,20,,0.984,0.021,0.013,0.007
Centroscymnus crepidater,Trans-Oceanic Deep-Sea Shark,Cunha et al. 2012 PLoS ONE 7:e49196,Portugal,Azores,37,5,,-29,,,,control region,23,,0.885,0.048,0.018,0.009
Centroscymnus crepidater,Trans-Oceanic Deep-Sea Shark,Cunha et al. 2012 PLoS ONE 7:e49196,Portugal,Madeira,33,,,-18,,,,control region,5,,0.9,0.161,0.003,0.002
Centroscymnus crepidater,Trans-Oceanic Deep-Sea Shark,Cunha et al. 2012 PLoS ONE 7:e49196,South Pacific Ocean,Tasman Sea,-44,,,150,,,,control region,21,,0.624,0.121,0.002,0.001
Centroscymnus crepidater,Trans-Oceanic Deep-Sea Shark,Cunha et al. 2012 PLoS ONE 7:e49196,New Zealand,Chatham Rise,-45,,,167,,,,control region,5,,0.9,0.161,0.014,0.017
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,Kattegat KATB07,56,25,31,12,11,21,2007,cytb ,39,590,0.825,0.051,0.0061,0.00059
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,Kagerrak,58,9,43,9,30,32,2007,cytb ,32,590,0.95,0.019,0.0066,0.00056
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,North Sea GER07,54,31,12,7,53,23,2007,cytb ,31,590,0.815,0.066,0.0044,0.00081
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,North Sea NOR08,53,0,70,1,33,62,2008,cytb ,23,590,0.806,0.079,0.0055,0.0008
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,North Sea THA08,51,27,80,1,20,0,2008,cytb ,57,590,0.751,0.06,0.0043,0.00062
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,North Sea BEL08s,51,23,22,3,10,1,2008,cytb ,45,590,0.782,0.065,0.0047,0.00067
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,North Sea BEL08f,51,21,14,2,44,45,2008,cytb ,52,590,0.853,0.044,0.0055,0.00051
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,North Sea BEL08j,51,23,22,3,10,1,2008,cytb ,27,590,0.84,0.059,0.0039,0.00075
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,Celtic Sea CEL08,50,49,0,-5,1,0,2008,cytb ,44,590,0.813,0.053,0.0031,0.00046
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,Irish Sea,52,13,0,-5,20,0,2008,cytb ,44,590,0.794,0.064,0.0048,0.00063
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,English Channel ENG08,50,46,54,1,29,4,2008,cytb ,48,590,0.778,0.06,0.0053,0.00064
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,Bay of Biscay BISB07,45,36,0,-1,24,0,2007,cytb ,5,590,0.9,0.161,0.0041,0.00117
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,Bay of Biscay BISC07,46,20,0,-1,53,0,2007,cytb ,26,590,0.754,0.09,0.0041,0.00073
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,Wadden Sea TEX07,52,58,0,4,5,6,2007,cytb ,48,590,0.795,0.056,0.0045,0.00062
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,North Sea THA07j,51,27,80,1,20,0,2007,cytb ,17,590,0.875,0.09,0.0036,0.00085
Solea solea,Sole,Cuveliers et al. 2012 Marine Biology 159:1239-1253,Atlantic Ocean,Scheldt estuary ZAN07,51,23,50,4,6,59,2007,cytb ,30,590,0.871,0.051,0.0049,0.00077
Centrophorus harrissoni,Deep-sea gulper shark,Daley et al. 2012 Marine and Freshwater Research 63:708-714,Australia,North-eastern Tasmania,-40,,,149,,,2007,16S,23,486,,,0.071,0.04
Centrophorus moluccensis,Deep-sea gulper shark,Daley et al. 2012 Marine and Freshwater Research 63:708-714,Australia,Western Australia,-32,,,115,,,2007,16S,5,503,,,0.001,0.001
Centrophorus zeehani,Deep-sea gulper shark,Daley et al. 2012 Marine and Freshwater Research 63:708-714,Australia,Victoria,-40,5,0,148,7,5,2007,16S,18,505,,,0.004,0.002
Sphyraena barracuda,Great Barracuda,Daly-Engel et al. 2012 Marine Biology 159:975-985,Panama,San Blas,9,5,7,-78,8,2,,cytb ,17,629,0.7,0.049,0.0014,0.0012
Sphyraena barracuda,Great Barracuda,Daly-Engel et al. 2012 Marine Biology 159:975-985,USA,Virgin Islands,18,3,5,-64,9,3,,cytb ,6,629,0.6,0.215,0.0014,0.0013
Sphyraena barracuda,Great Barracuda,Daly-Engel et al. 2012 Marine Biology 159:975-985,Bahamas,Bimini,25,7,3,-79,2,5,,cytb ,52,629,0.77,0.034,0.006,0.0034
Sphyraena barracuda,Great Barracuda,Daly-Engel et al. 2012 Marine Biology 159:975-985,Cameroon,East Atlantic,3,8,6,11,5,1,,cytb ,23,629,0,0,0,0
Sphyraena barracuda,Great Barracuda,Daly-Engel et al. 2012 Marine Biology 159:975-985,USA,Hawaii,21,3,1,-157,7,9,,cytb ,43,629,0.66,0.061,0.0019,0.0014
Sphyraena barracuda,Great Barracuda,Daly-Engel et al. 2012 Marine Biology 159:975-985,Guam,Mariana Islands,17,,,146,,,,cytb ,26,629,0.52,0.114,0.0027,0.0018
Sphyraena barracuda,Great Barracuda,Daly-Engel et al. 2012 Marine Biology 159:975-985,Australia,Great Barrier Reef,-18,2,8,147,7,,,cytb ,6,629,0.8,0.172,0.0027,0.002
Sphyraena barracuda,Great Barracuda,Daly-Engel et al. 2012 Marine Biology 159:975-985,Indian Ocean,Seychelles,-4,6,1,55,4,5,,cytb ,52,629,0.27,0.076,0.0008,0.0008
Sphyraena barracuda,Great Barracuda,Daly-Engel et al. 2012 Marine Biology 159:975-985,Australia,Broome,-17,9,6,122,2,3,,cytb ,11,629,1,0.272,0.0032,0.003
Katsuwonus pelamis,Skipjack tuna,Dammannagoda et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:210-223,Srilanka,Negombo,6,57,,79,18,,2003,"ATPase 6, 8 ",53,540,0.706,,0.005,
Katsuwonus pelamis,Skipjack tuna,Dammannagoda et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:210-223,Srilanka,Weligama,5,34,,80,18,,2003,"ATPase 6, 9",52,540,0.8,,0.006,
Katsuwonus pelamis,Skipjack tuna,Dammannagoda et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:210-223,Srilanka,Tangalle,5,42,,81,14,,2003,"ATPase 6, 10",41,540,0.431,,0.002,
